title,manufacturer,model,year,condition,functionality,price,currency,location,country,dimensions,weight,electrical,description,seller_name,seller_verified,listing_id,category,detail_url,image_url,last_updated
Verarbeitungsanlage Retsch E9639-L,Retsch,E9639-L,2008,sehr gut (gebraucht),funktionsfähig,4.570,EUR,"Brno, Tschechien",Tschechien,,,Spannung: 380V 60Hz; Leistung: 45 kW,Zu verkaufen: Verarbeitungsanlage Retsch E9639-L (Retsch E9639-L). Die Maschine befindet sich in sehr gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Lebensmitteltechnik Meier,No,71582032,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/retsch-e9639-l/i-71582032,https://cdn.machineseeker.com/img/listings/71582032/1.jpg,23.05.2024
Paddelmischer Collette L 2639,Collette,L 2639,1996,sehr gut (gebraucht),voll funktionsfähig,13.744,EUR,"Bern, Schweiz",Schweiz,4845 x 1339 x 874 mm,,Spannung: 400V 60Hz; Leistung: 7.5 kW,"Gebrauchte Paddelmischer Collette L 2639, Hersteller: Collette, Typ: L 2639. Maschine wurde generalüberholt und ist betriebsbereit. Inbetriebnahme und Schulung möglich.",MH Maschinenhandel GmbH,Yes,72740548,Mischanlagen,https://www.maschinensucher.de/collette-l+2639/i-72740548,https://cdn.machineseeker.com/img/listings/72740548/1.jpg,28.06.2025
Verarbeitungsanlage Ystral C-1128B,Ystral,C-1128B,1998,neu,voll funktionsfähig,56.078,EUR,"Bremen, Deutschland",Deutschland,2885 x 1998 x 2892 mm,,,Zu verkaufen: Verarbeitungsanlage Ystral C-1128B (Ystral C-1128B). Die Maschine befindet sich in neuem Zustand. Besichtigung nach Vereinbarung möglich. Maschine kann vor Ort besichtigt werden.,Anlagenbau Schneider,No,11134473,Separatoren für Lebensmittel,https://www.maschinensucher.de/ystral-c-1128b/i-11134473,https://cdn.machineseeker.com/img/listings/11134473/1.jpg,15.10.2025
Verarbeitungsanlage ABB 3896,ABB,3896,2006,überholt,nicht geprüft,3.829,EUR,"Birmingham, United Kingdom",United Kingdom,2230 x 206 x 2594 mm,8645 kg,Spannung: 480V 50Hz; Leistung: 22 kW,ABB Typ 3896. Verarbeitungsanlage ABB 3896. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Anlagenbau Schneider,No,25594783,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/abb-3896/i-25594783,https://cdn.machineseeker.com/img/listings/25594783/1.jpg,25.09.2026
Homogenisator GEA R 3733,GEA,R 3733,2001,überholt,funktionsfähig,4.700,EUR,"Berlin, Deutschland",Deutschland,,781 kg,Spannung: 230V 60Hz; Leistung: 18.5 kW,GEA R 3733 - Homogenisator GEA R 3733. Kategorie: Milch & Milchprodukte. Zustand: überholt. Sofort verfügbar ab Lager. CE-Kennzeichnung vorhanden.,FoodMach International,Yes,79515032,Milch & Milchprodukte,https://www.maschinensucher.de/gea-r+3733/i-79515032,https://cdn.machineseeker.com/img/listings/79515032/1.jpg,13.10.2025
Fertigungsmaschine Tetra Pak C-4752-M,Tetra Pak,C-4752-M,1998,gebraucht,voll funktionsfähig,674,EUR,"Lyon, Frankreich",Frankreich,4139 x 2765 x 2966 mm,,Spannung: 220V 60Hz; Leistung: 1.1 kW,Wir bieten eine Fertigungsmaschine Tetra Pak C-4752-M der Marke Tetra Pak (Modell: C-4752-M) an. Zustand: gebraucht. Alle Funktionen geprüft.,B&K Maschinenhandel,No,27949262,Separatoren für Lebensmittel,https://www.maschinensucher.de/tetra+pak-c-4752-m/i-27949262,https://cdn.machineseeker.com/img/listings/27949262/1.jpg,07.09.2025
Walzwerk Savage Bros R4666Plus,Savage Bros,R4666Plus,1995,überholt,funktionsfähig,9.444,EUR,"Wien, Österreich",Österreich,4385 x 1564 x 2547 mm,6115 kg,Spannung: 400V 50Hz,"Gebrauchte Walzwerk Savage Bros R4666Plus, Hersteller: Savage Bros, Typ: R4666Plus. Maschine wurde generalüberholt und ist betriebsbereit. Transport kann organisiert werden.",TechniTrade GmbH,No,60136575,Süßwarenmaschinen,https://www.maschinensucher.de/savage+bros-r4666plus/i-60136575,https://cdn.machineseeker.com/img/listings/60136575/1.jpg,06.04.2026
Schockfroster Bosch L3395XL,Bosch,L3395XL,1997,sehr gut (gebraucht),funktionsfähig,22.570,EUR,"Prag, Tschechien",Tschechien,1426 x 2504 x 2535 mm,3698 kg,,Bosch L3395XL - Schockfroster Bosch L3395XL. Kategorie: Kühlanlagen für Lebensmittel. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager.,Bayerische Maschinenhandel,No,74515844,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/bosch-l3395xl/i-74515844,https://cdn.machineseeker.com/img/listings/74515844/1.jpg,02.12.2026
Eiscrusher Rheon X 9936,Rheon,X 9936,2026,gebraucht,funktionsfähig,43.323,EUR,"Dortmund, Deutschland",Deutschland,,11964 kg,Spannung: 380V 60Hz; Leistung: 15 kW,Eiscrusher Rheon X 9936 - Rheon X 9936. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. Inklusive Dokumentation und Bedienungsanleitung.,ProcessTech Europe,Yes,33306083,Eismaschinen,https://www.maschinensucher.de/rheon-x+9936/i-33306083,https://cdn.machineseeker.com/img/listings/33306083/1.jpg,06.12.2024
Konvektomat Hobart T1596-M,Hobart,T1596-M,,neu,nicht geprüft,44.672,EUR,"Birmingham, United Kingdom",United Kingdom,,871 kg,,Konvektomat Hobart T1596-M - Hobart T1596-M. Diese Maschine ist in neuem Zustand und wurde regelmäßig gewartet.,FoodMach International,Yes,7676691,Küchentechnik,https://www.maschinensucher.de/hobart-t1596-m/i-7676691,https://cdn.machineseeker.com/img/listings/7676691/1.jpg,12.11.2025
Produktionsmaschine Marel Z 730-M,Marel,Z 730-M,1996,neu,voll funktionsfähig,276.254,EUR,"Frankfurt am Main, Deutschland",Deutschland,,9068 kg,,Verkauf einer Produktionsmaschine Marel Z 730-M vom Hersteller Marel. Das Modell Z 730-M ist bekannt für seine Zuverlässigkeit. Zustand: neu.,MaschinenWelt Online,No,36363816,Mengenmaschinen,https://www.maschinensucher.de/marel-z+730-m/i-36363816,https://cdn.machineseeker.com/img/listings/36363816/1.jpg,16.03.2026
Prozessanlage Fritsch D6912XL,Fritsch,D6912XL,,gebraucht,funktionsfähig,43.596,EUR,"Paris, Frankreich",Frankreich,,583 kg,Spannung: 230V 60Hz; Leistung: 0.37 kW,Wir bieten eine Prozessanlage Fritsch D6912XL der Marke Fritsch (Modell: D6912XL) an. Zustand: gebraucht. Alle Funktionen geprüft. Transport kann organisiert werden.,FoodTech Solutions GmbH,No,62797887,Separatoren für Lebensmittel,https://www.maschinensucher.de/fritsch-d6912xl/i-62797887,https://cdn.machineseeker.com/img/listings/62797887/1.jpg,28.09.2025
Produktionsmaschine Amixon R-1885Plus,Amixon,R-1885Plus,2023,neuwertig,voll funktionsfähig,1.229,EUR,"Bielefeld, Deutschland",Deutschland,,,Spannung: 230V 50Hz; Leistung: 30 kW,Wir bieten eine Produktionsmaschine Amixon R-1885Plus der Marke Amixon (Modell: R-1885Plus) an. Zustand: neuwertig. Alle Funktionen geprüft.,Bayerische Maschinenhandel,Yes,22175063,Mengenmaschinen,https://www.maschinensucher.de/amixon-r-1885plus/i-22175063,https://cdn.machineseeker.com/img/listings/22175063/1.jpg,03.12.2026
Wirbelschichttrockner Retsch S638-L,Retsch,S638-L,2012,neu,funktionsfähig,74.536,EUR,"Stuttgart, Deutschland",Deutschland,334 x 2020 x 1172 mm,35 kg,Spannung: 220V 50Hz; Leistung: 30 kW,Verkauf einer Wirbelschichttrockner Retsch S638-L vom Hersteller Retsch. Das Modell S638-L ist bekannt für seine Zuverlässigkeit. Zustand: neu.,MaschinenMarkt24,Yes,32659424,Trockner für Lebensmittel,https://www.maschinensucher.de/retsch-s638-l/i-32659424,https://cdn.machineseeker.com/img/listings/32659424/1.jpg,28.04.2025
Industriemaschine Rieter V-2268XL,Rieter,V-2268XL,2014,gebraucht,funktionsfähig,45.799,EUR,"Stockholm, Schweden",Schweden,,186 kg,Spannung: 220V 60Hz; Leistung: 0.55 kW,Zu verkaufen: Industriemaschine Rieter V-2268XL (Rieter V-2268XL). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich. Preis ist VB (Verhandlungsbasis).,TechniTrade GmbH,Yes,13083136,Lagerung & Handhabung,https://www.maschinensucher.de/rieter-v-2268xl/i-13083136,https://cdn.machineseeker.com/img/listings/13083136/1.jpg,25.09.2026
Plattformwaage Seepex E5226HD,Seepex,E5226HD,1995,gut (gebraucht),voll funktionsfähig,3.046,EUR,"Brüssel, Belgien",Belgien,,,Spannung: 480V 50Hz; Leistung: 4 kW,Seepex E5226HD - Plattformwaage Seepex E5226HD. Kategorie: Waagen (Lebensmittel). Zustand: gut (gebraucht). Sofort verfügbar ab Lager. Maschine kann vor Ort besichtigt werden.,Pacific Food Machinery,No,66573708,Waagen (Lebensmittel),https://www.maschinensucher.de/seepex-e5226hd/i-66573708,https://cdn.machineseeker.com/img/listings/66573708/1.jpg,08.07.2024
Kippkochkessel Firex N-6311Plus,Firex,N-6311Plus,1997,gebraucht,funktionsfähig,2.499,EUR,"Hannover, Deutschland",Deutschland,,,Spannung: 480V 50Hz; Leistung: 75 kW,Zu verkaufen: Kippkochkessel Firex N-6311Plus (Firex N-6311Plus). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich. CE-Kennzeichnung vorhanden.,Pacific Food Machinery,No,9000629,Kochkessel,https://www.maschinensucher.de/firex-n-6311plus/i-9000629,https://cdn.machineseeker.com/img/listings/9000629/1.jpg,27.09.2024
Konvektomat Zanussi H-9930-M,Zanussi,H-9930-M,1997,gut (gebraucht),voll funktionsfähig,1.665,EUR,"Kopenhagen, Dänemark",Dänemark,1058 x 1500 x 2542 mm,13344 kg,Spannung: 380V 50Hz; Leistung: 5.5 kW,Zanussi Typ H-9930-M. Konvektomat Zanussi H-9930-M. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,MH Maschinenhandel GmbH,No,41452838,Küchentechnik,https://www.maschinensucher.de/zanussi-h-9930-m/i-41452838,https://cdn.machineseeker.com/img/listings/41452838/1.jpg,16.06.2025
Verarbeitungsanlage Kemper H 5332Plus,Kemper,H 5332Plus,2002,neu,eingeschränkt funktionsfähig,19.442,EUR,"Hannover, Deutschland",Deutschland,2427 x 436 x 2549 mm,8246 kg,Spannung: 480V 60Hz,Zu verkaufen: Verarbeitungsanlage Kemper H 5332Plus (Kemper H 5332Plus). Die Maschine befindet sich in neuem Zustand. Besichtigung nach Vereinbarung möglich. Preis ist VB (Verhandlungsbasis).,FoodMach International,No,46194893,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/kemper-h+5332plus/i-46194893,https://cdn.machineseeker.com/img/listings/46194893/1.jpg,14.12.2025
Industriemaschine Krones E9702HD,Krones,E9702HD,2003,neu,eingeschränkt funktionsfähig,194.856,EUR,"Graz, Österreich",Österreich,,11492 kg,,Krones E9702HD - Industriemaschine Krones E9702HD. Kategorie: Fischverarbeitungsmaschinen. Zustand: neu. Sofort verfügbar ab Lager. Inklusive Dokumentation und Bedienungsanleitung.,Ost-Technik Vertrieb,Yes,4125334,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/krones-e9702hd/i-4125334,https://cdn.machineseeker.com/img/listings/4125334/1.jpg,26.08.2025
Fleischwolf Handtmann L 9089C,Handtmann,L 9089C,2016,gebraucht,eingeschränkt funktionsfähig,1.794,EUR,"Berlin, Deutschland",Deutschland,,868 kg,Spannung: 480V 60Hz; Leistung: 90 kW,Verkauf einer Fleischwolf Handtmann L 9089C vom Hersteller Handtmann. Das Modell L 9089C ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht. CE-Kennzeichnung vorhanden.,Koch Industrietechnik,No,37460511,Fleischverarbeitungsmaschinen,https://www.maschinensucher.de/handtmann-l+9089c/i-37460511,https://cdn.machineseeker.com/img/listings/37460511/1.jpg,09.01.2025
Industriemaschine Krones T4492XL,Krones,T4492XL,2026,gebraucht,eingeschränkt funktionsfähig,4.126,EUR,"Bologna, Italien",Italien,,689 kg,Spannung: 230V 60Hz; Leistung: 37 kW,Verkauf einer Industriemaschine Krones T4492XL vom Hersteller Krones. Das Modell T4492XL ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht.,Pacific Food Machinery,Yes,24358542,Maschinen für Feinkost,https://www.maschinensucher.de/krones-t4492xl/i-24358542,https://cdn.machineseeker.com/img/listings/24358542/1.jpg,13.05.2025
Gefriertunnel Flottwerk L9258Pro,Flottwerk,L9258Pro,1999,neu,voll funktionsfähig,14.749,EUR,"Madrid, Spanien",Spanien,,124 kg,Spannung: 380V 50Hz,Gefriertunnel Flottwerk L9258Pro von Flottwerk. Modell L9258Pro. Zustand: neu. Maschine ist einsatzbereit und kann sofort geliefert werden. Inbetriebnahme und Schulung möglich.,Koch Industrietechnik,No,5440481,Eismaschinen,https://www.maschinensucher.de/flottwerk-l9258pro/i-5440481,https://cdn.machineseeker.com/img/listings/5440481/1.jpg,15.12.2024
Membranfilter Haas R-8678Plus,Haas,R-8678Plus,1995,neu,eingeschränkt funktionsfähig,212.475,EUR,"Berlin, Deutschland",Deutschland,4440 x 900 x 440 mm,14571 kg,,Wir bieten eine Membranfilter Haas R-8678Plus der Marke Haas (Modell: R-8678Plus) an. Zustand: neu. Alle Funktionen geprüft. Preis ist VB (Verhandlungsbasis).,FoodMach International,No,65796016,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/haas-r-8678plus/i-65796016,https://cdn.machineseeker.com/img/listings/65796016/1.jpg,12.04.2026
Konusmischer IKA 2438XL,IKA,2438XL,,sehr gut (gebraucht),voll funktionsfähig,463,EUR,"London, United Kingdom",United Kingdom,1922 x 2738 x 3428 mm,,Spannung: 230V 50Hz; Leistung: 30 kW,Wir bieten eine Konusmischer IKA 2438XL der Marke IKA (Modell: 2438XL) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft.,TradeMachines International,No,28307710,Mischanlagen,https://www.maschinensucher.de/ika-2438xl/i-28307710,https://cdn.machineseeker.com/img/listings/28307710/1.jpg,20.12.2026
Prozessanlage Eirich M-3869-M,Eirich,M-3869-M,2021,gut (gebraucht),voll funktionsfähig,Preisinfo,,"Leipzig, Deutschland",Deutschland,3815 x 539 x 1564 mm,,Spannung: 480V 50Hz; Leistung: 55 kW,Verkauf einer Prozessanlage Eirich M-3869-M vom Hersteller Eirich. Das Modell M-3869-M ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht).,Anlagenbau Schneider,Yes,86374252,Sonstige Lebensmitteltechnik,https://www.maschinensucher.de/eirich-m-3869-m/i-86374252,https://cdn.machineseeker.com/img/listings/86374252/1.jpg,27.11.2025
Verarbeitungsanlage Hosokawa C 7437-M,Hosokawa,C 7437-M,2000,neuwertig,voll funktionsfähig,Preisinfo,,"Wien, Österreich",Österreich,3654 x 1394 x 430 mm,140 kg,,Hosokawa Typ C 7437-M. Verarbeitungsanlage Hosokawa C 7437-M. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,EuroMachinery BV,Yes,12198384,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/hosokawa-c+7437-m/i-12198384,https://cdn.machineseeker.com/img/listings/12198384/1.jpg,24.04.2024
Zahnradpumpe Franz Haas R9457Plus,Franz Haas,R9457Plus,2009,überholt,,124.120,EUR,"Köln, Deutschland",Deutschland,,3843 kg,Spannung: 220V 50Hz,Franz Haas R9457Plus - Zahnradpumpe Franz Haas R9457Plus. Kategorie: Pumpen (Lebensmitteltechnik). Zustand: überholt. Sofort verfügbar ab Lager. Preis ist VB (Verhandlungsbasis).,Dietrich Industrieanlagen,No,86195531,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/franz+haas-r9457plus/i-86195531,https://cdn.machineseeker.com/img/listings/86195531/1.jpg,26.01.2025
Separator Alfa Laval T-457XL,Alfa Laval,T-457XL,2004,gebraucht,funktionsfähig,133.729,EUR,"Bern, Schweiz",Schweiz,4541 x 2641 x 2610 mm,14375 kg,Spannung: 380V 50Hz,"Gebrauchte Separator Alfa Laval T-457XL, Hersteller: Alfa Laval, Typ: T-457XL. Maschine wurde generalüberholt und ist betriebsbereit.",Ost-Technik Vertrieb,No,31693917,Milch & Milchprodukte,https://www.maschinensucher.de/alfa+laval-t-457xl/i-31693917,https://cdn.machineseeker.com/img/listings/31693917/1.jpg,28.11.2025
Prozessanlage SPX Flow T2592Plus,SPX Flow,T2592Plus,2015,gebraucht,voll funktionsfähig,4.773,EUR,"Warschau, Polen",Polen,,294 kg,Spannung: 230V 60Hz; Leistung: 45 kW,Wir bieten eine Prozessanlage SPX Flow T2592Plus der Marke SPX Flow (Modell: T2592Plus) an. Zustand: gebraucht. Alle Funktionen geprüft.,Gebrauchte-Maschinen.de,No,89604441,Labortechnik für Lebensmittel,https://www.maschinensucher.de/spx+flow-t2592plus/i-89604441,https://cdn.machineseeker.com/img/listings/89604441/1.jpg,05.12.2026
Gefriertrockner Siemens X-7724A,Siemens,X-7724A,,neu,funktionsfähig,17.225,EUR,"Brno, Tschechien",Tschechien,,3315 kg,Spannung: 480V 50Hz,Gefriertrockner Siemens X-7724A von Siemens. Modell X-7724A. Zustand: neu. Maschine ist einsatzbereit und kann sofort geliefert werden. Inbetriebnahme und Schulung möglich.,Süd-Maschinen Handel,No,47555237,Trockner für Lebensmittel,https://www.maschinensucher.de/siemens-x-7724a/i-47555237,https://cdn.machineseeker.com/img/listings/47555237/1.jpg,28.10.2026
Schälmaschine Urschel X157E,Urschel,X157E,2022,gebraucht,funktionsfähig,1.673,EUR,"London, United Kingdom",United Kingdom,620 x 1882 x 2234 mm,181 kg,Spannung: 220V 50Hz; Leistung: 30 kW,Schälmaschine Urschel X157E von Urschel. Modell X157E. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. Weitere Bilder auf Anfrage.,Ost-Technik Vertrieb,No,14661892,Obstverarbeitung & Gemüseverarbeitung,https://www.maschinensucher.de/urschel-x157e/i-14661892,https://cdn.machineseeker.com/img/listings/14661892/1.jpg,07.10.2025
Schneidemaschine Bertos C-6679HD,Bertos,C-6679HD,1997,gebraucht,nicht geprüft,6.660,EUR,"Köln, Deutschland",Deutschland,3208 x 235 x 909 mm,,Spannung: 480V 50Hz,Bertos Typ C-6679HD. Schneidemaschine Bertos C-6679HD. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Süd-Maschinen Handel,No,69796062,Küchentechnik,https://www.maschinensucher.de/bertos-c-6679hd/i-69796062,https://cdn.machineseeker.com/img/listings/69796062/1.jpg,25.12.2025
Sprühtrockner Waukesha A 502,Waukesha,A 502,2023,gut (gebraucht),funktionsfähig,1.375,EUR,"Stockholm, Schweden",Schweden,316 x 2075 x 2772 mm,14629 kg,Spannung: 480V 50Hz; Leistung: 4 kW,Waukesha A 502 - Sprühtrockner Waukesha A 502. Kategorie: Trockner für Lebensmittel. Zustand: gut (gebraucht). Sofort verfügbar ab Lager. Transport kann organisiert werden.,Anlagen & Maschinen Fischer,No,76342714,Trockner für Lebensmittel,https://www.maschinensucher.de/waukesha-a+502/i-76342714,https://cdn.machineseeker.com/img/listings/76342714/1.jpg,21.06.2025
Industriemaschine GEA T 1032C,GEA,T 1032C,2021,sehr gut (gebraucht),,9.834,EUR,"Stuttgart, Deutschland",Deutschland,,,,Verkauf einer Industriemaschine GEA T 1032C vom Hersteller GEA. Das Modell T 1032C ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht).,FoodMach International,Yes,21930397,Molkereianlagen,https://www.maschinensucher.de/gea-t+1032c/i-21930397,https://cdn.machineseeker.com/img/listings/21930397/1.jpg,24.04.2025
Verarbeitungsanlage Hosokawa N 5615XL,Hosokawa,N 5615XL,2008,gebraucht,,44.504,EUR,"Köln, Deutschland",Deutschland,1597 x 1434 x 2422 mm,,,Verarbeitungsanlage Hosokawa N 5615XL - Hosokawa N 5615XL. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet.,MaschinenWelt Online,Yes,5987627,Siebanlagen für Lebensmittel,https://www.maschinensucher.de/hosokawa-n+5615xl/i-5987627,https://cdn.machineseeker.com/img/listings/5987627/1.jpg,19.07.2025
Fertigungsmaschine Seepex L-8006Plus,Seepex,L-8006Plus,2011,gut (gebraucht),nicht geprüft,Preisinfo,,"Antwerpen, Belgien",Belgien,4457 x 2758 x 726 mm,606 kg,Spannung: 400V 50Hz; Leistung: 45 kW,Wir bieten eine Fertigungsmaschine Seepex L-8006Plus der Marke Seepex (Modell: L-8006Plus) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Industriehandel Schmidt,Yes,2383218,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/seepex-l-8006plus/i-2383218,https://cdn.machineseeker.com/img/listings/2383218/1.jpg,28.09.2025
Industriemaschine Multivac N 5835,Multivac,N 5835,2024,gut (gebraucht),voll funktionsfähig,6.748,EUR,"Bielefeld, Deutschland",Deutschland,,155 kg,,Wir bieten eine Industriemaschine Multivac N 5835 der Marke Multivac (Modell: N 5835) an. Zustand: gut (gebraucht). Alle Funktionen geprüft. Preis ist VB (Verhandlungsbasis).,EuroMachinery BV,Yes,23225235,Mühlen für Lebensmittel,https://www.maschinensucher.de/multivac-n+5835/i-23225235,https://cdn.machineseeker.com/img/listings/23225235/1.jpg,06.09.2024
Industriemaschine Marel 2969XL,Marel,2969XL,2002,sehr gut (gebraucht),voll funktionsfähig,Preisinfo,,"Bremen, Deutschland",Deutschland,,179 kg,Spannung: 230V 50Hz,Industriemaschine Marel 2969XL von Marel. Modell 2969XL. Zustand: sehr gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden.,Anlagen & Maschinen Fischer,Yes,69730111,Getränkeautomaten,https://www.maschinensucher.de/marel-2969xl/i-69730111,https://cdn.machineseeker.com/img/listings/69730111/1.jpg,10.12.2025
Schläger Haas A 5341E,Haas,A 5341E,1995,gebraucht,nicht geprüft,50.628,EUR,"Brno, Tschechien",Tschechien,,99 kg,Spannung: 400V 60Hz; Leistung: 22 kW,Haas A 5341E - Schläger Haas A 5341E. Kategorie: Anschlagmaschinen. Zustand: gebraucht. Sofort verfügbar ab Lager. Inklusive Dokumentation und Bedienungsanleitung.,IndustriePark Nord,No,96489461,Anschlagmaschinen,https://www.maschinensucher.de/haas-a+5341e/i-96489461,https://cdn.machineseeker.com/img/listings/96489461/1.jpg,18.02.2025
